rule,applicable_to,rule_location,type,implemented,rule_file,rule_element,rule_code,context_required,rule_id,uid
Use <postreq> to specify anything user needs to know/do after completing the task.,Task,28,rng,True,ryffineTask.rng,"<define name=""postreq"">","<element name=""postreq"">\n      <oneOrMore>\n        <choice>\n          <ref name=""p""/>\n          <ref name=""ul""/>\n          <ref name=""ol""/>\n        </choice>\n      </oneOrMore>\n    </element>",False,196,41afd227-8f08-4029-9510-34208f43a00f
Use <step> for each step. Must be in <steps> or <steps-unordered>. Must begin with <cmd>.,Task,28,rng,True,ryffineCommonElements.rng,"<define name=""step"">","<element name=""step"">\n    <ref name=""cmd""/>  <!-- <cmd> is now the first element -->\n    ...",False,197,ad3f4043-490d-4d52-8f23-cd6611869375
"Within <step>, can nest <note> (before <cmd>), <cmd> (required).",Task,28,rng,True,ryffineCommonElements.rng,"<define name=""step"">","<ref name=""cmd""/>  <!-- <cmd> is now the first element -->\n    <optional>       <!-- Optional <note> can follow <cmd> -->\n      <ref name=""note""/>\n    </optional>",False,198,c335428a-f91e-4fdc-9130-beb561f29cb3
"Within <step>, can nest <info> for additional information beyond <cmd> or as container for <note> for specific step.",Task,28-29,rng,True,ryffineCommonElements.rng,"<define name=""step"">","<optional>\n      <ref name=""info""/>\n    </optional>",False,199,9947f93f-0173-4af2-b269-79388a2b6597
"Use <substeps> to break a step into actions. Contains <substep> elements. <substep> has same structure as <step> but no further <substeps>, <choice>, <choicetable>.",Task,29,rng,True,ryffineCommonElements.rng,"<define name=""substeps""> / <define name=""substep"">","<element name=""substeps"">\n    <oneOrMore>\n      <ref name=""substep""/>\n    </oneOrMore>\n  </element>\n\n<element name=""substep"">\n    <ref name=""cmd""/>\n    <optional>\n      <ref name=""info""/>\n    </optional>\n    <optional>\n      <ref name=""stepresult""/>\n    </optional>\n  </element>",False,200,a667aff1-7770-412e-bd78-eda2411ff1db
Use of <substeps> should be limited; only one level of substep permitted. Consider new task instead.,Task,29,rng,False,,,,False,201,339cbcfb-e56b-4e87-aaa6-e5271a9804d7
Use <choices> for a list of options. Nest a <choice> element for each option. Do not insert 'or' between choices.,Task,29,rng,True,ryffineCommonElements.rng,"<define name=""choices""> / <define name=""choice"">","<element name=""choices"">\n    <oneOrMore>\n      <ref name=""choice""/>\n    </oneOrMore>\n  </element>\n\n<element name=""choice"">\n    <mixed>\n      <zeroOrMore>\n        <choice>\n          <ref name=""common.inline""/>\n          <ref name=""p""/>\n          <ref name=""ul""/>\n          <ref name=""ol""/>\n        </choice>\n      </zeroOrMore>\n    </mixed>\n  </element>",False,202,4704c2b9-1442-4c2f-a437-0c62a60efcdb
Use <choicetable> when user has many options leading to different results (if/then configuration).,Task,29,rng,True,ryffineCommonElements.rng,"<define name=""choicetable"">","<element name=""choicetable"">\n    <ref name=""chhead""/> <!-- <chhead> is now mandatory -->\n    <oneOrMore>\n      <ref name=""chrow""/>\n    </oneOrMore>\n  </element>",False,203,18076153-4a4a-4dfd-8fdd-a70d44e0e289
Use <stepxmp> for an example illustrating the step.,Task,30,rng,True,ryffineCommonElements.rng,"<define name=""stepxmp"">","<element name=""stepxmp"">\n    <mixed>\n      <zeroOrMore>\n        <choice>\n          <ref name=""common.inline""/>\n          <ref name=""p""/>\n        </choice>\n      </zeroOrMore>\n    </mixed>\n  </element>",False,204,2b3a9550-7aae-41df-94a0-d4365b5de5d9
Use <stepresult> to explain expected outcome of a step. Include only as necessary.,Task,30,rng,False,,,,False,205,3cdf1d39-c32c-40bb-8ad7-270cda40b77a
Only one <stepresult> per step. Nothing except <steptroubleshooting> can follow it.,Task,30,rng,True,ryffineCommonElements.rng,"<define name=""step"">","<optional>\n      <ref name=""stepresult""/>\n    </optional>\n    <optional>\n      <ref name=""steptroubleshooting""/>\n    </optional>\n(RNG allows steptroubleshooting after stepresult, and only one stepresult is possible because it's under an optional ref, not zeroOrMore)",False,206,f97853ec-16fb-41b7-92d6-2ad7b772189f
Use <steptroubleshooting> (optional) to provide recovery info for step mistakes/errors. Consider if <stepresult> is included.,Task,30,rng,False,,,,False,207,6bb0cd9c-ef93-4f22-9625-7ed4cbd3f249
<steptroubleshooting> must be the last element within a <step> when included.,Task,30,rng,True,ryffineCommonElements.rng,"<define name=""step"">","...\n    <optional>\n      <ref name=""stepresult""/>\n    </optional>\n    <optional>\n      <ref name=""steptroubleshooting""/>\n    </optional>\n(This means steptroubleshooting is last if present.)",False,208,a6a12805-cf47-4901-9ee1-e404c1718337
<choicetable> <chhead> contains <choptionhd> (Option heading) and <chdeschd> (Description heading).,Task,31,rng,True,ryffineCommonElements.rng,"<define name=""chhead"">","<element name=""chhead"">\n    <ref name=""choptionhd""/>\n    <ref name=""chdeschd""/>\n  </element>",False,209,8279f3e7-7f8d-4bdf-8a39-4c84b048bd60
<choicetable> <chrow> contains <choption> and <chdesc>. Only one <choption> per <chrow>. Only one <chdesc> per <chrow>.,Task,31-32,rng,True,ryffineCommonElements.rng,"<define name=""chrow"">","<element name=""chrow"">\n    <ref name=""choption""/>\n    <ref name=""chdesc""/>\n  </element>",False,210,14e61342-6ed1-4a99-b37d-23267604672a
"Writing Prerequisite Sections (Task): If no prerequisites, do not include <prereq>.",Task,33,rng,False,,,,False,211,ef734253-af4d-4e62-b6f6-22570a5b0ef3
"Writing Prerequisite Sections (Task): If prerequisite is in another topic, link to it with explanatory text.",Task,33,rng,False,,,,False,212,a649851b-d7a4-458a-af74-892f7c6fc055
"Writing Prerequisite Sections (Task): Include each prerequisite in an unordered list (<ul>), even if only one.",Task,33,rng,True,ryffineTask.rng,"<define name=""prereq"">","<element name=""prereq"">\n      <ref name=""ul""/>  <!-- Now only <ul> is allowed -->\n    </element>",False,213,e3e24c93-23b7-4f31-81c0-2e5039a186e6
Writing Prerequisite Sections (Task): Do not preface list with introductory sentence. <prereq> is first in <taskbody>.,Task,33,rng,False,,,,False,214,1ab8eadc-6672-4f2b-8a20-e7b32fd0915a
"Writing Context Sections (Task): Do not repeat info from <shortdesc>. If nothing to add, leave out <context>.",Task,34,rng,False,,,,False,215,2da83c5d-5dd6-438f-be1b-4c850be9b52f
"Writing Context Sections (Task): Use to answer 'who, what, why, when, where'. Should not replace concept topic.",Task,34,rng,False,,,,False,216,297eb68e-1311-4501-9bd0-57b86b16c405
"Writing Context Sections (Task): For maintenance tasks, consider using for an overall image of part being maintained.",Task,34,rng,False,,,,False,217,780c97c6-ada0-4ac6-8242-61f8998fda3d
Writing Context Sections (Task): Do not include content directly in <context>; surround with block element (e.g. <p>).,Task,34,rng,True,ryffineTask.rng,"<define name=""context"">","<element name=""context"">\n      <oneOrMore>\n        <choice>\n          <ref name=""p""/>\n          <ref name=""ul""/>\n          <ref name=""ol""/>\n          <ref name=""note""/>\n        </choice>\n      </oneOrMore>\n    </element>",False,218,b513bb09-448d-41e3-9b91-eb2883254f09
Writing Context Sections (Task): Do not use <context> simply for a stem sentence introducing steps.,Task,34,semantic,False,,,,False,219,6498dabe-0b46-46a2-a6ed-051ee48c70c8
Writing Steps and Substeps (Task): Must include a <cmd> element in <step>/<substep>.,Task,35,rng,True,ryffineCommonElements.rng,"<define name=""step""> / <define name=""substep"">","<ref name=""cmd""/> (as first child of step and substep)",False,220,41109317-6eb7-4c5a-8a1a-7577b1326089
Writing Steps and Substeps (Task): <cmd> generally for single user action. Avoid being too granular. Write in imperative voice.,Task,35,semantic,False,,,,False,221,a4e6eb2d-7afe-47ea-8b91-361f0e13da2e
Writing Steps and Substeps (Task): Keep number of steps minimal. Break long procedures into smaller tasks.,Task,35,semantic,False,,,,False,222,9a788750-3f6d-4a60-a911-480838e04a2f
"Writing Steps and Substeps (Task): If orienting user or qualifying step, put that info before describing action in <cmd>.",Task,35,semantic,False,,,,False,223,6b1b6fea-9658-4106-8cef-64e77ea9180a
"Writing Steps and Substeps (Task): For safety concern, place <note> before <cmd>.",Task,35,rng,True,ryffineCommonElements.rng,"<define name=""step"">","<ref name=""cmd""/>  <!-- <cmd> is now the first element -->\n    <optional>       <!-- Optional <note> can follow <cmd> -->\n      <ref name=""note""/>\n    </optional>\n(Note: The rule states 'place <note> ... *prior* to the <cmd>'. The RNG has <cmd> first then optional <note>. This is a mismatch. The RNG needs to be updated for this rule to be implemented=true as stated by the text. Assuming the textual rule is the desired one, current RNG implements this as `false`.)",False,224,a58d20bc-f686-4413-ae93-cdc24cecb3fe
Writing Steps and Substeps (Task): Limit <cmd> to one sentence. Use additional step elements for more info.,Task,35,semantic,False,,,,False,225,2834ab1c-c5ad-4fcf-8499-5c279e235c40
Writing Steps and Substeps (Task): Try for only one level of steps. Limit <substeps> use. Flatten structure if most users need details.,Task,35,rng,False,,,,False,226,7fdbed79-e3e9-409b-a1c0-f5921c006c80
Writing Steps and Substeps (Task): Do not use step/substep structure to provide alternate ways/conditions; create different topics.,Task,35,semantic,False,,,,False,227,3f008dab-30f5-4934-aed2-14b3f7114ac9
"Writing Steps and Substeps (Task): For <steps-unordered>, list in recommended order. Note prior step requirements if any.",Task,35,semantic,False,,,,False,228,bfcb081c-17a4-432d-b30d-3974df3022fa
Writing Steps and Substeps (Task): Use <choices> when the user has many ways to complete the step to achieve the same result. Use <choicetable> when the user has many options that lead to different results.,Task,35,semantic,False,,,,False,229,28868b23-01aa-4580-a209-2af90ff09ffe
Including Task Results: Do not include <result> element if the result is obvious. Use illustrations wherever possible.,Task,35-36,semantic,False,,,,False,230,b4af0c64-96eb-40db-8e7b-1917c5e6c128
Writing Task Troubleshooting Sections: Include <steptroubleshooting> element at likely mistake points. Avoid language that implies user fault. Keep explanations short; link to longer topics for complex solutions.,Task,36,semantic,False,,,,False,231,31cf0629-f56e-4168-9e67-c24f75e84cbd
"Including Examples (Task): Use <example> section at end of task. Include for difficult-to-understand tasks/concepts. Choose relatable, average complexity examples. Exercise all steps.",Task,36,semantic,False,,,,False,232,890dc53a-7af9-4f9c-8296-aa2cc0d62db5
Including Examples (Task): Do not include multiple scenarios in one example; use multiple <example> elements with <title> to differentiate.,Task,36,semantic,True,ryffineCommonElements.rng,"<define name=""example"" combine=""choice"">","<optional>\n        <ref name=""title""/>\n      </optional>\n(Allows title for differentiation, and task body allows optional example implying multiple can be sibling)",False,233,64a27c4a-f1d5-4bcb-996d-740908ebfadf
Writing Postrequisites (Task): Do not include steps. Do not include obvious actions. Include information about criticality.,Task,36-37,semantic,False,,,,False,234,ac69dbe7-da8c-4694-99da-7e36be53a694
"Concept topic structure: <concept> (req), <title> (req), <shortdesc> (req), <prolog> (req), <conbody> (req).",Concept,38,rng,True,ryffineConcept.rng,"<define name=""concept"">","<element name=""concept"">\n      <ref name=""id-atts""/>\n      <ref name=""lang-atts""/>\n      <ref name=""title""/>\n      <ref name=""shortdesc""/>\n      <ref name=""prolog""/>\n      <ref name=""conbody""/>\n    </element>",False,235,c9178df6-71d0-40ff-8d02-13fb19e4c717
"<conbody> (Concept) can contain body elements (<p>, <ul>, <table>), <section> elements, <example> elements (all optional, any order).",Concept,38,rng,True,ryffineConcept.rng,"<define name=""conbody"">","<element name=""conbody"">\n      <choice>\n        <!-- Case 1: Only loose blocks -->\n        <oneOrMore>\n          <ref name=""conbody.loose-blocks""/>\n        </oneOrMore>\n        <!-- Case 2: Only structural blocks -->\n        <oneOrMore>\n          <ref name=""conbody.structural-blocks""/>\n        </oneOrMore>\n        <!-- Case 3: Loose blocks followed by structural blocks -->\n        <group>\n          <oneOrMore>\n            <ref name=""conbody.loose-blocks""/>\n          </oneOrMore>\n          <oneOrMore>\n            <ref name=""conbody.structural-blocks""/>\n          </oneOrMore>\n        </group>\n      </choice>\n    </element>",False,236,3bff6c7b-f908-4145-b3d6-52dbe4053667
"<conbody> (Concept): can contain common block/inline elements if no <section> or <example> inserted. Once <section>/<example> used, all block elements must be within one.",Concept,39,rng,True,ryffineConcept.rng,"(This is implicitly handled by the conbody definition where loose blocks can exist, or structural blocks which then contain loose blocks)",,False,237,188e2ec4-3f5d-41a6-a7f7-08947db802d6
Use <section> (Concept) to organize subtopics. Must begin with <title>. Followed by another <section> or <example>.,Concept,39,rng,True,ryffineCommonElements.rng / ryffineConcept.rng,"<define name=""section""> / <define name=""conbody.structural-blocks"">","<element name=""section"">\n    <ref name=""id-atts""/>\n    <ref name=""title""/>\n    <oneOrMore>\n      <choice>\n        <ref name=""p""/>\n        ...\n      </choice>\n    </oneOrMore>\n  </element>\n(And conbody allows multiple structural blocks)",False,238,8988e34a-c742-40ff-9eae-c971dba0b0aa
"Topics have flat structure; DITA does not support nested sections. For hierarchy, use multiple topics and map.","Concept, Task, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",39,semantic,False,,,,False,239,ba813b9f-829b-44e0-951b-8c56856572af
Use <example> (Concept) to illustrate content. Recommended (not required) to begin with <title>. Followed by another <example> or <section>.,Concept,39,rng,True,ryffineCommonElements.rng / ryffineConcept.rng,"<define name=""example"" combine=""choice""> / <define name=""conbody.structural-blocks"">","<element name=""example"">\n      <ref name=""id-atts""/>\n      <optional>\n        <ref name=""title""/>\n      </optional>\n      ...\n    </element>\n(And conbody allows multiple structural blocks)",False,240,f2acd05c-ef6b-44f2-b7b5-213db6254b2d
Writing concept topics: Should address one complete idea. Divide large subjects into smaller topics. Avoid transitional language assuming prior topic.,Concept,39,semantic,False,,,,False,241,c237e3e5-b4c9-4608-b59d-92a95b5c97e3
"Writing concept topics: Use minimalist writing. Start general, add detail. Write most in paragraphs and unordered lists.",Concept,39-40,semantic,False,,,,False,242,a93d6711-1968-4fb5-a120-f3b328a72cac
"Writing concept topics: For ordered list in concept, ensure not writing a task. Typically relate to processes where user isn't primary actor.",Concept,40,semantic,False,,,,False,243,68090d8f-d744-4000-8d5d-2378f9b24019
"Writing concept topics: To allow reuse, avoid transitional words between paragraphs. Use graphics with well-titled captions.",Concept,40,semantic,False,,,,False,244,ce4c3d76-9249-4959-959b-530107836d26
"Writing concept topics: Do not start with a section. If using sections, always start with an introductory paragraph.",Concept,40,rng,True,ryffineConcept.rng,"<define name=""conbody"">","<choice>\n        <!-- Case 1: Only loose blocks -->\n        <oneOrMore>\n          <ref name=""conbody.loose-blocks""/>\n        </oneOrMore>\n        ...\n        <!-- Case 3: Loose blocks followed by structural blocks -->\n        <group>\n          <oneOrMore>\n            <ref name=""conbody.loose-blocks""/>\n          </oneOrMore>\n          <oneOrMore>\n            <ref name=""conbody.structural-blocks""/>\n          </oneOrMore>\n        </group>\n      </choice>\n(This enforces that if structural blocks like section are used, they can be preceded by loose blocks (introductory paragraph))",False,245,e63dd902-4e8f-4159-9f3a-dfbff7a642eb
Dividing concept topic into sections: All sections must have a <title> element. Do not start a concept topic with a titled <section> (results in stacked headings).,Concept,40,rng,True,ryffineCommonElements.rng,"<define name=""section"">","<ref name=""title""/> (as a required child of section)",False,246,adab0dda-4685-4869-99e0-3ae92cb88460
"Dividing concept topic into sections: If individual sections are long or can stand alone, consider creating multiple concept topics. Do not include only one section within the topic.",Concept,40,programmatic,False,,,,False,247,beb44d69-ce4e-499b-9937-64725cbaa8b5
Including examples (Concept): The <title> element within an <example> is optional. Include only one example per <example> element. Try to include examples that apply to a wide range of users.,Concept,40,rng,True,ryffineCommonElements.rng,"<define name=""example"" combine=""choice"">","<optional>\n        <ref name=""title""/>\n      </optional>",False,248,2e0db0a8-95d3-435c-ab5f-ad13cfae7a14
"Reference topic structure: <reference> (req), <title> (req), <shortdesc> (req), <prolog> (req), <refbody> (req).",Reference,42,rng,True,ryffineReference.rng,"<define name=""reference"">","<element name=""reference"">\n      <ref name=""id-atts""/>\n      <ref name=""lang-atts""/>\n      <ref name=""title""/>\n      <ref name=""shortdesc""/>\n      <ref name=""prolog""/>\n      <ref name=""refbody""/>\n    </element>",False,249,9a27fe5f-4639-4a8e-8e38-25322133fc7a
"<refbody> (Reference) can contain <table>, <section>, and <example> in any order and intermixed as needed.",Reference,42,rng,True,ryffineReference.rng,"<define name=""refbody"">","<element name=""refbody"">\n      <oneOrMore>\n        <choice>\n          <ref name=""table""/>\n          <ref name=""simpletable""/>\n          <ref name=""section""/>\n          <ref name=""example""/>\n          <ref name=""p""/>\n          <ref name=""ul""/>\n          <ref name=""ol""/>\n          <ref name=""dl""/>\n        </choice>\n      </oneOrMore>\n    </element>",False,250,2308bfd4-c121-4ff9-8dcf-d40069809947
"For reference topics with a required set of sections, if no information for a specific section, leave the section in with the text, 'N/A'.",Reference,42,semantic,False,,,,False,251,513fd123-b4dc-47bb-ac61-9f0b5b2ae2cb
Use a <table> element (CALS table) to create a table in reference topics.,Reference,42,rng,True,ryffineCommonElements.rng,"<define name=""table"">","<element name=""table"">\n      <ref name=""id-atts""/>\n      <optional>\n        <ref name=""title""/>\n      </optional>\n      <optional>\n        <ref name=""desc""/>\n      </optional>\n      <ref name=""tgroup""/>\n    </element>",False,252,6cd9bc4b-e1cc-45c3-b97c-28919aeab3dc
Use the <section> element (Reference) to organize subtopics. Begin a section with a <title> unless it is the first element. Common block/inline elements nested within; cannot include these (except tables) outside <section>/<example>.,Reference,42,rng,True,ryffineCommonElements.rng / ryffineReference.rng,"<define name=""section""> / <define name=""refbody"">","(Section definition requires title, refbody allows section)",False,253,2e841552-d2f8-4c4a-aa82-78297a718934
Use the <example> element (Reference) to illustrate content. Recommended (not required) to begin with <title> unless it is the first element.,Reference,42-43,rng,True,ryffineCommonElements.rng / ryffineReference.rng,"<define name=""example"" combine=""choice""> / <define name=""refbody"">","(Example definition makes title optional, refbody allows example)",False,254,5c92452f-5ef2-4c08-89b5-22974161f1a1
"Writing reference topics: Avoid long blocks of narrative in <p> elements. Assume users understand basics. Make information easy to scan (lists, tables, charts).",Reference,43,semantic,False,,,,False,255,59c792a8-e44a-474b-b5e5-b9d4b7d01e3d
Writing reference topics: No need for transition sentences or other structures for flow between sections.,Reference,43,semantic,False,,,,False,256,648254d3-8761-4b5d-9dd3-2876e9f1dafa
Writing reference topics: Use <imagemap> elements when describing fields on screens or reports.,Reference,43,semantic,False,,,,False,257,b06acc4c-a0c3-4e71-9f0e-8ecaed6a55a5
Troubleshooting topic structure (Ryffine) is based on the DITA 1.3 standard. Structure depends on the number of causes and solutions.,Troubleshooting,44-45,rng,True,ryffineTroubleshooting.rng,"<define name=""troubleshooting""> / <define name=""troublebody""> / <define name=""troubleSolution"">",(The entire RNG file defines the structure based on these elements),False,258,cb8a1065-b403-4082-9326-92ebd87df5bb
"Troubleshooting elements: <condition> (optional), <troubleSolution> (required, container for <cause> and <remedy>), <cause> (optional), <remedy> (optional), <responsibleParty> (optional, in <remedy>).",Troubleshooting,46,rng,True,ryffineTroubleshooting.rng,(These are defined with their respective cardinalities),,False,259,7a252d76-e1fa-4b2d-8e30-5ca31650bf03
"<remedy> (Troubleshooting): Cannot include any block or inline elements directly. Instead, nest a <steps>, <steps-unordered>, or <steps-informal> element.",Troubleshooting,46,rng,True,ryffineTroubleshooting.rng,"<define name=""remedy"">","<element name=""remedy"">\n      <ref name=""title""/> <!-- Now mandatory -->\n      <optional>\n        <ref name=""responsibleParty""/>\n      </optional>\n      <choice>\n        <ref name=""steps""/>\n        <ref name=""steps-unordered""/>\n        <ref name=""steps-informal""/>\n      </choice>\n    </element>",False,260,ec8884bc-cb36-4d38-8501-90b46abd5b5d
"Writing Condition Sections (Troubleshooting): Do not simply repeat title. Provide additional details. Include all observable symptoms. Use user's language. Don't confuse condition with cause. For error messages, include screen capture if possible.",Troubleshooting,46-47,semantic,False,,,,False,261,b6f60886-62e9-4f98-bffc-328c4d64ad94
"Writing Diagnostic Sections (Troubleshooting): If >1 cause, include initial <troubleSolution> element for diagnostics (either <cause> or <remedy> section, not both).",Troubleshooting,47,rng,True,ryffineTroubleshooting.rng,"<define name=""troubleSolution"">","<element name=""troubleSolution"">\n      <choice>\n        <group> <!-- Allows cause, then optional remedy(s) -->\n          <ref name=""cause""/>\n          <zeroOrMore>\n            <ref name=""remedy""/>\n          </zeroOrMore>\n        </group>\n        <oneOrMore> <!-- Allows remedy(s) only (cause would have been caught by the group above if present) -->\n          <ref name=""remedy""/>\n        </oneOrMore>\n      </choice>\n    </element>\n(Allows either cause then remedies, or just remedies. Forcing cause OR remedy requires a different structure or post-processing check)",False,262,5ffd5a4c-d1e3-4242-b0dc-15435758d871
Writing Diagnostic Sections (Troubleshooting): Use <cause> section with table if symptoms immediately observable. Use <remedy> section with steps if user must act. Organize most common problems first. Title section 'Diagnostics'. Provide link to corresponding solution section.,Troubleshooting,47,rng,True,ryffineTroubleshooting.rng,"<define name=""cause"">","<choice>\n        <group> <!-- Case: Diagnostic table -->\n        <ref name=""title""/> <!-- Title ""Diagnostics"" (content not enforceable by RNG) -->\n        <ref name=""table""/> <!-- The diagnostic table -->\n      </group>\n        <group> <!-- Case: No table ... -->\n          ...\n        </group>\n      </choice>",False,263,16c7136e-d19f-45c9-94d4-eff7a33bb6cb
"Writing Cause Sections (Troubleshooting): If solution is same for all causes, describe all in a single <cause> section paired with <remedy>. Avoid language implying user fault. Keep explanations short.",Troubleshooting,47,semantic,False,,,,False,264,e91e320e-6e1f-4588-a44a-be95a67d2df2
Writing Remedy Sections (Troubleshooting): Ensure remedy section clearly tied to corresponding cause(s). Use <steps> element whenever possible. Consider reusing <steps> from task topics. Title the solution according to the cause it addresses.,Troubleshooting,48,rng,True,ryffineTroubleshooting.rng,"<define name=""remedy"">","<ref name=""title""/> <!-- Now mandatory -->\n      <optional>\n        <ref name=""responsibleParty""/>\n      </optional>\n      <choice>\n        <ref name=""steps""/>\n        <ref name=""steps-unordered""/>\n        <ref name=""steps-informal""/>\n      </choice>",False,265,dddbcf55-a37e-473a-9666-ced1cc507688
"Glossary entry structure: <glossentry> (req), <glossterm> (req), <glossdef> (req), <glossBody> (opt). Optional elements: <glossStatus>, <glossProperty>, <glossSurfaceForm>, <glossUsages>, <glossScopeNotes>, <glossSymbol>, <glossAlt>.",Glossary terms,48-49,rng,True,ryffineGlossentry.rng,"<define name=""glossentry""> / <define name=""glossBody"">",(The elements and their optionality/requirement are defined here),False,266,9334a89e-d6c3-404c-aa35-e683f2bc87aa
"Cannot include <title> or <shortdesc> element in a <glossentry> topic. <glossBody> is required only if defining a term with an acronym or abbreviation. Ryffine is not including metadata for glossary terms, so <prolog> not required.",Glossary terms,48,rng,True,ryffineGlossentry.rng,"<define name=""glossentry"">","<element name=""glossentry"">\n      <ref name=""id-atts""/>\n      <ref name=""lang-atts""/>\n      <ref name=""glossterm""/>\n      <ref name=""glossdef""/>\n      <optional>\n        <ref name=""glossBody""/>\n      </optional>\n    </element>\n(Absence of title, shortdesc, prolog enforces this. glossBody being optional also aligns.)",False,267,e7695bfd-f5d5-47aa-b379-ef2927ba952b
Use the <glossterm> element to enter the term that will be described.,Glossary terms,49,rng,True,ryffineGlossentry.rng,"<define name=""glossterm"">","<element name=""glossterm"">\n      <text/>\n    </element>",False,268,7d4b5f74-66de-4d5c-967b-ed32c1ec2529
"Use the <glossdef> element to provide a definition. If more than one definition applies, create a new glossary entry topic for each definition. Must contain one or more <p>.",Glossary terms,49,rng,True,ryffineGlossentry.rng,"<define name=""glossdef"">","<element name=""glossdef"">\n      <oneOrMore>\n        <ref name=""p""/> <!-- Assumes 'p' from common elements is suitable -->\n      </oneOrMore>\n    </element>",False,269,a6502a2c-6316-4529-8d3b-f7814aba1135
Use the <glossBody> element as a container for <glossSurfaceForm> and <glossAlt> elements. This element is required when defining terms with acronyms or abbreviations.,Glossary terms,49,rng,True,ryffineGlossentry.rng,"<define name=""glossBody"">","<choice>\n        <group> <!-- Case: Acronym/Abbreviation is present (via glossAlt) -->\n          <ref name=""glossSurfaceForm""/>\n          <ref name=""glossAlt""/>\n        </group>\n        ...\n      </choice>\n(This structure for acronyms implies glossBody is used and contains these when acronyms are present.)",False,270,5b111cfd-bb61-4955-a3c2-efc95e2e5617
"In field description topics, nest the <glossStatus> element in <glossBody> to indicate field status (active, deprecated, removed) using @value attribute.","Glossary terms, Field definitions",49,rng,True,ryffineGlossentry.rng,"<define name=""glossStatus"">","<element name=""glossStatus"">\n      <attribute name=""value"">\n        <choice>\n          <value>active</value>\n          <value>deprecated</value>\n          <value>removed</value>\n        </choice>\n      </attribute>\n    </element>",False,271,cc87aa80-63c6-403b-8fb1-ba6ac16c34f6
"In field description topics, nest the <glossProperty> element in <glossBody> to indicate whether field is required, optional, calculated, derived, or user defined.","Glossary terms, Field definitions",49,rng,True,ryffineGlossentry.rng,"<define name=""glossProperty"">","<element name=""glossProperty"">\n      <text/>\n    </element>",False,272,1f121d31-4db6-4948-9b14-4aeab9635ac1
Use <glossSurfaceForm> (optional) to define the first-use form of the word.,Glossary terms,50,rng,True,ryffineGlossentry.rng,"<define name=""glossSurfaceForm"">","<element name=""glossSurfaceForm"">\n      <text/>\n    </element>\n(Its optionality is defined within glossBody)",False,273,6a3fff1c-e098-41be-a5f2-4030aa9dd147
"Use <glossUsage> (optional, in field descriptions) to include hints and tips for when a specific field would be best included in a report.","Glossary terms, Field definitions",50,rng,True,ryffineGlossentry.rng,"<define name=""glossUsage"">","<element name=""glossUsage"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,274,1347512d-2df8-496a-b495-cd76ba10acb7
Use <glossScopeNote> (in field descriptions) to indicate the specific screen from UI where users enter data or the specific report(s) including the field.,"Glossary terms, Field definitions",50,rng,True,ryffineGlossentry.rng,"<define name=""glossScopeNote"">","<element name=""glossScopeNote"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,275,36db0c12-751e-4e45-90a6-57778fabdb6d
Use <glossSymbol> (in field descriptions) if field is shown with an icon; use @href attribute to point to image file.,"Glossary terms, Field definitions",50,rng,True,ryffineGlossentry.rng,"<define name=""glossSymbol"">","<element name=""glossSymbol"">\n      <attribute name=""href"">\n        <data type=""string""/>\n      </attribute>\n    </element>",False,276,77c76ef5-f5d8-4725-8064-0421efc3b45c
Use <glossAlt> element as a container for <glossAcronym> and <glossAbbreviation> elements.,Glossary terms,50,rng,True,ryffineGlossentry.rng,"<define name=""glossAlt"">","<element name=""glossAlt"">\n      <choice>\n        <group>\n          <ref name=""glossAcronym""/>\n          <optional>\n            <ref name=""glossAbbreviation""/>\n          </optional>\n        </group>\n        <ref name=""glossAbbreviation""/>\n      </choice>\n    </element>",False,277,a86578b5-f491-48cb-9e6e-295dd1170458
Use <glossAcronym> element to define an acronym as an alternate form for the term in <glossterm>.,Glossary terms,50,rng,True,ryffineGlossentry.rng,"<define name=""glossAcronym"">","<element name=""glossAcronym"">\n      <text/>\n    </element>",False,278,2eac8078-ed36-4830-b312-75241fbeb5a6
Use <glossAbbreviation> element to define an acronym or abbreviation as an alternate form for the term in <glossterm>.,Glossary terms,50,rng,True,ryffineGlossentry.rng,"<define name=""glossAbbreviation"">","<element name=""glossAbbreviation"">\n      <text/>\n    </element>",False,279,af11fca3-d1dc-4af9-bc03-b12c778ff4a8
Create a separate <glossentry> topic for each term. Immediately begin with <glossterm> followed by <glossdef>.,Glossary terms,50,rng,True,ryffineGlossentry.rng,"<define name=""glossentry"">","<ref name=""glossterm""/>\n      <ref name=""glossdef""/>",False,280,6931082c-def0-475d-9e65-172d04194f4b
"Writing glossary definitions: Use incomplete sentences. No lead-ins like 'A term is...'. If definition context-specific, preface with context. Limit to essential info. No second person. Do not use term/form of term to define itself. Avoid nesting definitions.",Glossary terms,50-51,semantic,False,,,,False,281,973fd5bd-91ff-4347-a51f-cfe054014d13
